S/N,customer ID,Sex,Lga,Sen. Zone,Amount Granted,Principal Balance,Date Granted,Expiry Date,Principal paid,Interest paid,Principal past due,Interest past due,Paid amount,Balance,Total amount to be paid,Percentage
458,loan458,Female,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",09/12/2022,08/12/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
459,loan459,Male,IGUEBEN,EDO CENTRAL,"300,000.00","300,000.00",25/07/2022,24/07/2023,0.00,500.00,0.00,0.00,500.00,"326,500.00","327,000.00",0.15
460,loan460,Female,OVIA NORTH-EAST,EDO SOUTH,"100,000.00","99,739.73",27/06/2022,26/06/2023,260.27,739.73,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
461,loan461,Male,ETSAKO WEST,EDO NORTH,"100,000.00","99,764.38",05/08/2022,04/08/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
462,loan462,Female,OWAN EAST,EDO NORTH,"200,000.00","183,333.33",07/07/2022,06/07/2023,"16,666.67","2,533.33","16,666.67",528.77,"19,200.00","198,800.00","218,000.00",8.81
463,loan463,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",13/12/2022,11/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
464,loan464,Male,ESAN WEST,EDO CENTRAL,"500,000.00","90,000.01",05/04/2022,04/04/2023,"409,999.99","45,000.01","168,904.12","11,095.89","455,000.00","90,000.00","545,000.00",83.49
465,loan465,Female,EGOR,EDO SOUTH,"200,000.00","172,053.43",05/04/2022,03/04/2023,"27,946.57","10,553.43","102,683.13","4,536.99","38,500.00","179,500.00","218,000.00",17.66
466,loan466,Male,ESAN WEST,EDO CENTRAL,"200,000.00","184,008.22",05/04/2022,04/04/2023,"15,991.78","3,008.22","32,812.79","1,528.77","19,000.00","199,000.00","218,000.00",8.72
467,loan467,Female,OWAN EAST,EDO NORTH,"200,000.00","57,000.01",23/06/2022,22/06/2023,"142,999.99","18,000.01","99,553.43","7,446.58","161,000.00","57,000.00","218,000.00",73.85
468,loan468,Female,UHUNMWONDE,EDO SOUTH,"100,000.00","99,764.38",07/07/2022,06/07/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
469,loan469,Male,UHUNMWONDE,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
470,loan470,Male,OREDO,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
471,loan471,Female,OREDO,EDO SOUTH,"200,000.00","167,250.01",05/04/2022,04/04/2023,"32,749.99","18,000.01","200,000.00","17,250.01","50,750.00","167,250.00","218,000.00",23.28
472,loan472,Female,EGOR,EDO SOUTH,"500,000.00","500,000.00",04/04/2022,03/04/2023,0.00,"19,500.00","500,000.00","43,500.01","19,500.00","525,500.00","545,000.00",3.58
473,loan473,Male,ESAN WEST,EDO CENTRAL,"300,000.00","300,000.00",05/07/2022,28/06/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","325,500.00","327,000.00",0.46
474,loan474,Female,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",09/09/2022,08/09/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
475,loan475,Male,OVIA SOUTH-WEST,EDO SOUTH,"100,000.00","100,000.00",01/07/2022,30/06/2023,0.00,0.00,,,0.00,"109,000.00","109,000.00",0.00
476,loan476,Female,EGOR,EDO SOUTH,"500,000.00","421,061.65",04/04/2022,03/04/2023,"78,938.35","22,561.65","217,363.04","3,698.63","101,500.00","443,500.00","545,000.00",18.62
477,loan477,Female,IKPOBA OKHA,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,02/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
478,loan478,Male,ETSAKO EAST,EDO NORTH,"500,000.00","500,000.00",08/07/2022,06/07/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
479,loan479,Male,UHUNMWONDE,EDO SOUTH,"200,000.00","200,000.00",07/07/2022,06/07/2023,0.00,0.00,,,0.00,"218,000.00","218,000.00",0.00
480,loan480,Male,EGOR,EDO SOUTH,"500,000.00","500,000.00",17/06/2022,16/06/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
481,loan481,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","133,333.32",05/04/2022,04/04/2023,"66,666.68","7,133.32","16,666.67",421.01,"73,800.00","144,200.00","218,000.00",33.85
482,loan482,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","188,345.21",04/04/2022,03/04/2023,"11,654.79","7,545.21","83,333.35","6,545.21","19,200.00","198,800.00","218,000.00",8.81
483,loan483,Male,OREDO,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,0.00,,,0.00,"218,000.00","218,000.00",0.00
484,loan484,Female,AKOKO-EDO,EDO NORTH,"300,000.00","296,969.18",05/04/2022,04/04/2023,"3,030.82","12,219.18","296,969.18","24,780.82","15,250.00","311,750.00","327,000.00",4.66
485,loan485,Male,AKOKO-EDO,EDO NORTH,"200,000.00","185,036.99",23/06/2022,22/06/2023,"14,963.01","4,536.99","49,979.46","3,057.54","19,500.00","198,500.00","218,000.00",8.94
486,loan486,Male,ESAN WEST,EDO CENTRAL,"200,000.00","181,287.67",11/04/2022,10/04/2023,"18,712.33","4,487.67","46,479.46","3,008.22","23,200.00","194,800.00","218,000.00",10.64
487,loan487,Male,ESAN NORTH-EAST,EDO CENTRAL,"500,000.00","487,863.02",23/06/2022,22/06/2023,"12,136.98","18,863.02","208,333.35","7,863.02","31,000.00","514,000.00","545,000.00",5.69
488,loan488,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",15/12/2022,14/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
489,loan489,Male,AKOKO-EDO,EDO NORTH,"500,000.00","500,000.00",21/06/2022,20/06/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","543,500.00","545,000.00",0.28
490,loan490,Female,EGOR,EDO SOUTH,"500,000.00","500,000.00",05/01/2023,03/01/2024,0.00,0.00,0.00,0.00,0.00,"545,000.00","545,000.00",0.00
491,loan491,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",04/01/2023,03/01/2024,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
492,loan492,Female,EGOR,EDO SOUTH,"300,000.00","300,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","326,000.00","327,000.00",0.31
493,loan493,Male,UHUNMWONDE,EDO SOUTH,"200,000.00","200,000.00",30/06/2022,28/06/2023,0.00,"13,500.00","200,000.00","17,000.01","13,500.00","204,500.00","218,000.00",6.19
494,loan494,Female,OREDO,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
495,loan495,Female,UHUNMWONDE,EDO SOUTH,"100,000.00","99,764.38",07/07/2022,06/07/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
496,loan496,Female,EGOR,EDO SOUTH,"500,000.00","500,000.00",09/12/2022,07/12/2023,0.00,"1,240.00",0.00,0.00,"1,240.00","543,760.00","545,000.00",0.23
497,loan497,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",15/12/2022,14/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
498,loan498,Male,ESAN NORTH-EAST,EDO CENTRAL,"300,000.00","256,000.00",23/06/2022,22/06/2023,"44,000.00","27,000.00","260,317.81","15,682.19","71,000.00","256,000.00","327,000.00",21.71
499,loan499,Male,ESAN NORTH-EAST,EDO CENTRAL,"500,000.00","500,000.00",21/07/2022,20/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
500,loan500,Female,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",23/12/2022,22/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
501,loan501,Male,EGOR,EDO SOUTH,"200,000.00","200,000.00",19/04/2022,13/04/2023,0.00,"10,000.00","133,333.36","7,032.88","10,000.00","208,000.00","218,000.00",4.59
502,loan502,Female,UHUNMWONDE,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
503,loan503,Female,OREDO,EDO SOUTH,"500,000.00","461,886.99",22/12/2022,21/12/2023,"38,113.01","26,136.99","258,512.58","15,041.10","64,250.00","480,750.00","545,000.00",11.79
504,loan504,Male,ESAN WEST,EDO CENTRAL,"100,000.00","100,000.00",19/07/2022,17/07/2023,0.00,500.00,0.00,0.00,500.00,"108,500.00","109,000.00",0.46
505,loan505,Male,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",08/07/2022,07/07/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
506,loan506,Male,OREDO,EDO SOUTH,"500,000.00","429,112.94",20/04/2022,19/04/2023,"70,887.06","18,863.02","169,802.45","7,643.84","89,750.08","455,249.92","545,000.00",16.47
507,loan507,Male,ETSAKO WEST,EDO NORTH,"400,000.00","400,000.00",08/07/2022,07/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","435,000.00","436,000.00",0.23
508,loan508,Female,UHUNMWONDE,EDO SOUTH,"500,000.00","500,000.00",04/01/2023,03/01/2024,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
509,loan509,Male,ETSAKO WEST,EDO NORTH,"150,000.00","137,652.75",25/07/2022,21/07/2023,"12,347.25","3,402.75","37,500.00","2,652.75","15,750.00","147,750.00","163,500.00",9.63
510,loan510,Female,OREDO,EDO SOUTH,"500,000.00","424,883.57",04/04/2022,02/04/2023,"75,116.43","26,383.57","259,029.71","7,520.55","101,500.00","443,500.00","545,000.00",18.62
511,loan511,Female,ETSAKO CENTRAL,EDO NORTH,"300,000.00","263,317.79",20/04/2022,19/04/2023,"36,682.21","11,317.81","103,731.49","4,586.30","48,000.02","278,999.98","327,000.00",14.68
512,loan512,Male,ETSAKO CENTRAL,EDO NORTH,"300,000.00","297,731.51",07/04/2022,06/04/2023,"2,268.49","6,731.51","75,000.00","6,731.51","9,000.00","318,000.00","327,000.00",2.75
513,loan513,Male,ETSAKO WEST,EDO NORTH,"200,000.00","200,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
514,loan514,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
515,loan515,Female,ETSAKO EAST,EDO NORTH,"100,000.00","72,772.60",17/06/2022,15/06/2023,"27,227.40","3,772.60","41,406.38","3,032.87","31,000.00","78,000.00","109,000.00",28.44
516,loan516,Female,OWAN EAST,EDO NORTH,"200,000.00","188,545.21",25/07/2022,21/07/2023,"11,454.79","7,545.21","83,333.35","6,545.21","19,000.00","199,000.00","218,000.00",8.72
517,loan517,Female,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",08/04/2022,07/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
518,loan518,Male,ESAN WEST,EDO CENTRAL,"100,000.00","99,239.73",29/06/2022,28/06/2023,760.27,739.73,0.00,0.00,"1,500.00","107,500.00","109,000.00",1.38
519,loan519,Male,ESAN NORTH-EAST,EDO CENTRAL,"100,000.00","99,764.38",05/07/2022,04/07/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
520,loan520,Male,ETSAKO WEST,EDO NORTH,"150,000.00","110,762.34",30/06/2022,29/06/2023,"39,237.66","4,512.34","11,859.59",0.00,"43,750.00","119,750.00","163,500.00",26.76
521,loan521,Female,IKPOBA OKHA,EDO SOUTH,"500,000.00","500,000.00",13/04/2022,12/04/2023,0.00,"2,250.00",0.00,0.00,"2,250.00","542,750.00","545,000.00",0.41
522,loan522,Female,IKPOBA OKHA,EDO SOUTH,"500,000.00","307,000.01",05/04/2022,04/04/2023,"192,999.99","45,000.01","464,219.18","33,780.83","238,000.00","307,000.00","545,000.00",43.67
523,loan523,Female,OREDO,EDO SOUTH,"400,000.00","400,000.00",14/09/2022,13/09/2023,0.00,0.00,,,0.00,"436,000.00","436,000.00",0.00
524,loan524,Male,ESAN CENTRAL,EDO CENTRAL,"200,000.00","200,000.00",07/04/2022,06/04/2023,0.00,0.00,0.00,0.00,0.00,"218,000.00","218,000.00",0.00
525,loan525,Male,ESAN CENTRAL,EDO CENTRAL,"200,000.00","200,000.00",07/04/2022,06/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
526,loan526,Female,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
527,loan527,Male,OWAN WEST,EDO NORTH,"200,000.00","200,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
528,loan528,Male,AKOKO-EDO,EDO NORTH,"200,000.00","198,479.45",17/06/2022,16/06/2023,"1,520.55","1,479.45",0.00,0.00,"3,000.00","215,000.00","218,000.00",1.38
529,loan529,Female,OREDO,EDO SOUTH,"500,000.00","500,000.00",04/01/2023,03/01/2024,0.00,0.00,0.00,0.00,0.00,"545,000.00","545,000.00",0.00
530,loan530,Male,OREDO,EDO SOUTH,"300,000.00","300,000.00",04/04/2022,03/04/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","325,500.00","327,000.00",0.46
531,loan531,Female,EGOR,EDO SOUTH,"500,000.00","500,000.00",16/09/2022,15/09/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","543,500.00","545,000.00",0.28
532,loan532,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",08/04/2022,07/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
533,loan533,Female,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",08/12/2022,07/12/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
534,loan534,Female,OWAN WEST,EDO NORTH,"200,000.00","200,000.00",07/07/2022,06/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
535,loan535,Male,ESAN NORTH-EAST,EDO CENTRAL,"200,000.00","85,112.34",04/07/2022,03/07/2023,"114,887.66","13,512.34","85,274.01","4,438.36","128,400.00","89,600.00","218,000.00",58.90
536,loan536,Female,ESAN NORTH-EAST,EDO CENTRAL,"200,000.00","200,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
537,loan537,Female,UHUNMWONDE,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
538,loan538,Female,ETSAKO CENTRAL,EDO NORTH,"300,000.00","279,842.47",07/04/2022,05/04/2023,"20,157.53","20,342.47","208,036.99","6,805.48","40,500.00","286,500.00","327,000.00",12.39
539,loan539,Female,ESAN NORTH-EAST,EDO CENTRAL,"100,000.00","99,764.38",18/08/2022,17/08/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
540,loan540,Male,AKOKO-EDO,EDO NORTH,"200,000.00","200,000.00",27/06/2022,26/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
541,loan541,Male,AKOKO-EDO,EDO NORTH,"300,000.00","300,000.00",17/06/2022,15/06/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","325,500.00","327,000.00",0.46
542,loan542,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",05/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
543,loan543,Male,ESAN WEST,EDO CENTRAL,"200,000.00","198,528.77",13/07/2022,12/07/2023,"1,471.23","1,528.77",0.00,0.00,"3,000.00","215,000.00","218,000.00",1.38
544,loan544,Male,IGUEBEN,EDO CENTRAL,"400,000.00","400,000.00",05/07/2022,04/07/2023,0.00,0.00,,,0.00,"436,000.00","436,000.00",0.00
545,loan545,Female,OREDO,EDO SOUTH,"400,000.00","400,000.00",14/09/2022,13/09/2023,0.00,0.00,,,0.00,"436,000.00","436,000.00",0.00
546,loan546,Female,OREDO,EDO SOUTH,"500,000.00","500,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
547,loan547,Male,IKPOBA OKHA,EDO SOUTH,"200,000.00","185,287.67",05/04/2022,03/04/2023,"14,712.33","4,487.67","50,000.01","3,487.67","19,200.00","198,800.00","218,000.00",8.81
548,loan548,Male,ETSAKO EAST,EDO NORTH,"200,000.00","200,000.00",17/06/2022,15/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
549,loan549,Male,ESAN WEST,EDO CENTRAL,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,"2,500.00",0.00,0.00,"2,500.00","542,500.00","545,000.00",0.46
550,loan550,Female,ETSAKO EAST,EDO NORTH,"150,000.00","137,543.16",26/07/2022,25/07/2023,"12,456.84","2,293.16","25,000.00","1,543.16","14,750.00","148,750.00","163,500.00",9.02
551,loan551,Male,ESAN WEST,EDO CENTRAL,"300,000.00","300,000.00",30/06/2022,28/06/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","325,500.00","327,000.00",0.46
552,loan552,Female,AKOKO-EDO,EDO NORTH,"150,000.00","147,859.59",17/06/2022,15/06/2023,"2,140.41","1,109.59",0.00,0.00,"3,250.00","160,250.00","163,500.00",1.99
553,loan553,Male,OWAN WEST,EDO NORTH,"150,000.00","150,000.00",05/07/2022,04/07/2023,0.00,750.00,0.00,0.00,750.00,"162,750.00","163,500.00",0.46
554,loan554,Female,IKPOBA OKHA,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
555,loan555,Male,IKPOBA OKHA,EDO SOUTH,"500,000.00","500,000.00",11/04/2022,10/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","544,000.00","545,000.00",0.18
556,loan556,Female,EGOR,EDO SOUTH,"500,000.00","500,000.00",05/01/2023,22/12/2023,0.00,0.00,0.00,0.00,0.00,"545,000.00","545,000.00",0.00
557,loan557,Male,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",09/12/2022,07/12/2023,0.00,"1,240.00",0.00,0.00,"1,240.00","543,760.00","545,000.00",0.23
558,loan558,Female,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",23/12/2022,22/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
559,loan559,Female,OVIA SOUTH-WEST,EDO SOUTH,"500,000.00","500,000.00",29/06/2022,27/06/2023,0.00,250.00,0.00,0.00,250.00,"544,750.00","545,000.00",0.05
560,loan560,Male,ESAN WEST,EDO CENTRAL,"200,000.00","200,000.00",30/06/2022,28/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
561,loan561,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","193,487.67",05/04/2022,04/04/2023,"6,512.33","4,487.67","50,000.01","3,487.67","11,000.00","207,000.00","218,000.00",5.05
562,loan562,Male,ETSAKO WEST,EDO NORTH,"150,000.00","100,250.04",04/07/2022,03/07/2023,"49,749.96","13,500.04","107,202.08","5,547.96","63,250.00","100,250.00","163,500.00",38.69
563,loan563,Female,UHUNMWONDE,EDO SOUTH,"200,000.00","200,000.00",07/04/2022,06/04/2023,0.00,0.00,,,0.00,"218,000.00","218,000.00",0.00
564,loan564,Male,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","196,487.67",05/04/2022,03/04/2023,"3,512.33","4,487.67","50,000.01","3,487.67","8,000.00","210,000.00","218,000.00",3.67
565,loan565,Male,OREDO,EDO SOUTH,"300,000.00","300,000.00",04/04/2022,03/04/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","325,500.00","327,000.00",0.46
566,loan566,Male,EGOR,EDO SOUTH,"300,000.00","233,842.47",05/04/2022,03/04/2023,"66,157.53","20,342.47","180,036.99","6,805.48","86,500.00","240,500.00","327,000.00",26.45
567,loan567,Female,UHUNMWONDE,EDO SOUTH,"100,000.00","99,764.38",08/07/2022,07/07/2023,235.62,764.38,0.00,0.00,"1,000.00","108,000.00","109,000.00",0.92
568,loan568,Female,IGUEBEN,EDO CENTRAL,"500,000.00","317,479.46",20/12/2022,19/12/2023,"182,520.54","37,479.46","306,095.92","22,684.94","220,000.00","325,000.00","545,000.00",40.37
569,loan569,Male,OWAN WEST,EDO NORTH,"200,000.00","200,000.00",06/07/2022,05/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
570,loan570,Female,IKPOBA OKHA,EDO SOUTH,"200,000.00","185,287.67",04/04/2022,03/04/2023,"14,712.33","4,487.67","50,000.01","3,487.67","19,200.00","198,800.00","218,000.00",8.81
571,loan571,Male,ESAN NORTH-EAST,EDO CENTRAL,"200,000.00","166,666.66",13/07/2022,12/07/2023,"33,333.34","3,866.66","16,666.67",528.77,"37,200.00","180,800.00","218,000.00",17.06
572,loan572,Female,OREDO,EDO SOUTH,"400,000.00","400,000.00",14/09/2022,13/09/2023,0.00,0.00,,,0.00,"436,000.00","436,000.00",0.00
573,loan573,Female,OREDO,EDO SOUTH,"400,000.00","344,523.25",04/04/2022,03/04/2023,"55,476.75","27,123.25","299,999.97","26,123.25","82,600.00","353,400.00","436,000.00",18.94
574,loan574,Female,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",05/04/2022,04/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
575,loan575,Female,ESAN NORTH-EAST,EDO CENTRAL,"100,000.00","17,999.99",23/06/2022,22/06/2023,"82,000.01","8,999.99","27,610.01","2,219.17","91,000.00","18,000.00","109,000.00",83.49
576,loan576,Male,ESAN WEST,EDO CENTRAL,"200,000.00","200,000.00",04/07/2022,29/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
577,loan577,Male,OREDO,EDO SOUTH,"500,000.00","495,218.32",21/04/2022,20/04/2023,"4,781.68","3,698.63",0.00,0.00,"8,480.31","536,519.69","545,000.00",1.56
578,loan578,Male,IKPOBA OKHA,EDO SOUTH,"200,000.00","185,287.67",04/04/2022,03/04/2023,"14,712.33","4,487.67","50,000.01","3,487.67","19,200.00","198,800.00","218,000.00",8.81
579,loan579,Female,ETSAKO EAST,EDO NORTH,"300,000.00","272,012.33",17/06/2022,16/06/2023,"27,987.67","4,512.33",0.00,0.00,"32,500.00","294,500.00","327,000.00",9.94
580,loan580,Female,ESAN WEST,EDO CENTRAL,"200,000.00","200,000.00",06/07/2022,05/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
581,loan581,Male,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",13/07/2022,12/07/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
582,loan582,Male,ESAN WEST,EDO CENTRAL,"200,000.00","200,000.00",29/06/2022,28/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
583,loan583,Male,ESAN WEST,EDO CENTRAL,"150,000.00","149,359.59",30/06/2022,28/06/2023,640.41,"1,109.59",0.00,0.00,"1,750.00","161,750.00","163,500.00",1.07
584,loan584,Male,ETSAKO WEST,EDO NORTH,"150,000.00","85,750.00",13/07/2022,12/07/2023,"64,250.00","6,750.00","25,000.00","1,250.00","71,000.00","92,500.00","163,500.00",43.43
585,loan585,Female,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",08/04/2022,07/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
586,loan586,Male,ESAN NORTH-EAST,EDO CENTRAL,"150,000.00","150,000.00",05/07/2022,04/07/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","162,500.00","163,500.00",0.61
587,loan587,Male,ESAN WEST,EDO CENTRAL,"200,000.00","155,024.66",20/06/2022,19/06/2023,"44,975.34","9,024.66","70,016.46","3,008.22","54,000.00","164,000.00","218,000.00",24.77
588,loan588,Female,ORHIONMWON,EDO SOUTH,"200,000.00","200,000.00",22/06/2022,21/06/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
589,loan589,Female,OVIA SOUTH-WEST,EDO SOUTH,"200,000.00","200,000.00",04/04/2022,03/04/2023,0.00,"1,000.00",0.00,0.00,"1,000.00","217,000.00","218,000.00",0.46
590,loan590,Female,EGOR,EDO SOUTH,"500,000.00","294,800.01",12/09/2022,08/09/2023,"205,199.99","45,000.01","328,856.17","7,643.84","250,200.00","294,800.00","545,000.00",45.91
591,loan591,Female,EGOR,EDO SOUTH,"300,000.00","300,000.00",11/04/2022,16/06/2023,0.00,0.00,,,0.00,"327,000.00","327,000.00",0.00
592,loan592,Female,IKPOBA OKHA,EDO SOUTH,"500,000.00","458,333.33",02/02/2023,01/02/2024,"41,666.67","3,833.33",0.00,0.00,"45,500.00","499,500.00","545,000.00",8.35
593,loan593,Female,ETSAKO WEST,EDO NORTH,"500,000.00","500,000.00",19/12/2022,18/12/2023,0.00,500.00,0.00,0.00,500.00,"544,500.00","545,000.00",0.09
594,loan594,Female,ORHIONMWON,EDO SOUTH,"500,000.00","500,000.00",05/04/2022,04/04/2023,0.00,0.00,,,0.00,"545,000.00","545,000.00",0.00
595,loan595,Male,AKOKO-EDO,EDO NORTH,"300,000.00","300,000.00",21/06/2022,20/06/2023,0.00,"1,500.00",0.00,0.00,"1,500.00","325,500.00","327,000.00",0.46
